x,y,u,v,p
0.23,0.42,-0.0734803,0.121509,-0.0303887
0.24,0.42,-0.0780312,0.121673,-0.0306117
0.25,0.42,-0.08259,0.121542,-0.0308395
0.26,0.42,-0.0871496,0.121123,-0.0310719
0.27,0.42,-0.0917034,0.120422,-0.0313084
0.28,0.42,-0.0962452,0.119445,-0.0315485
0.29,0.42,-0.100769,0.118195,-0.0317913
0.3,0.42,-0.105269,0.116675,-0.0320359
0.31,0.42,-0.10974,0.114888,-0.0322813
0.32,0.42,-0.114176,0.112834,-0.0325261
0.33,0.42,-0.118571,0.110515,-0.0327691
0.34,0.42,-0.122921,0.107931,-0.0330087
0.35,0.42,-0.127221,0.105081,-0.0332433
0.36,0.42,-0.131463,0.101966,-0.0334711
0.37,0.42,-0.135643,0.0985837,-0.0336903
0.38,0.42,-0.139754,0.0949344,-0.0338989
0.39,0.42,-0.143791,0.0910171,-0.0340948
0.4,0.42,-0.147746,0.0868314,-0.0342758
0.41,0.42,-0.151613,0.0823772,-0.0344398
0.42,0.42,-0.155384,0.0776545,-0.0345845
0.43,0.42,-0.159052,0.0726642,-0.0347074
0.44,0.42,-0.162608,0.0674075,-0.0348062
0.45,0.42,-0.166043,0.0618866,-0.0348785
0.46,0.42,-0.169348,0.0561045,-0.034922
0.47,0.42,-0.172514,0.0500651,-0.0349343
0.48,0.42,-0.175529,0.0437735,-0.0349132
0.49,0.42,-0.178382,0.037236,-0.0348563
0.5,0.42,-0.181062,0.0304603,-0.0347616
0.51,0.42,-0.183556,0.0234557,-0.0346272
0.52,0.42,-0.185851,0.016233,-0.0344512
0.53,0.42,-0.187934,0.00880481,-0.0342322
0.54,0.42,-0.189789,0.00118582,-0.0339687
0.55,0.42,-0.191403,-0.00660733,-0.0336599
0.56,0.42,-0.19276,-0.0145558,-0.0333049
0.57,0.42,-0.193843,-0.0226383,-0.0329035
0.58,0.42,-0.194638,-0.0308312,-0.0324557
0.59,0.42,-0.195128,-0.0391082,-0.0319621
0.6,0.42,-0.195295,-0.0474403,-0.0314237
0.61,0.42,-0.195125,-0.0557957,-0.0308419
0.62,0.42,-0.194601,-0.06414,-0.0302189
0.63,0.42,-0.193706,-0.0724356,-0.0295574
0.64,0.42,-0.192427,-0.0806423,-0.0288604
0.65,0.42,-0.19075,-0.0887169,-0.028132
0.66,0.42,-0.188661,-0.0966137,-0.0273766
0.67,0.42,-0.186149,-0.104284,-0.0265992
0.68,0.42,-0.183206,-0.111678,-0.0258055
0.69,0.42,-0.179824,-0.118742,-0.0250017
0.7,0.42,-0.175999,-0.125423,-0.0241945
0.71,0.42,-0.171731,-0.131664,-0.0233911
0.72,0.42,-0.167022,-0.137409,-0.022599
0.73,0.42,-0.161878,-0.142602,-0.021826
0.74,0.42,-0.15631,-0.147187,-0.0210802
0.75,0.42,-0.150333,-0.15111,-0.0203695
0.76,0.42,-0.143968,-0.154319,-0.0197019
0.77,0.42,-0.137239,-0.156766,-0.0190853
0.78,0.42,-0.130178,-0.158405,-0.018527
0.79,0.42,-0.12282,-0.159197,-0.0180338
0.8,0.42,-0.115207,-0.15911,-0.017612
0.81,0.42,-0.107386,-0.158116,-0.017267
0.82,0.42,-0.0994076,-0.156197,-0.0170034
0.83,0.42,-0.0913284,-0.153345,-0.0168245
0.84,0.42,-0.0832084,-0.149558,-0.0167326
0.85,0.42,-0.0751111,-0.144848,-0.016729
0.86,0.42,-0.0671029,-0.139235,-0.0168135
0.87,0.42,-0.0592518,-0.132751,-0.0169848
0.88,0.42,-0.0516267,-0.125436,-0.0172404
0.89,0.42,-0.0442966,-0.117343,-0.0175768
0.9,0.42,-0.0373294,-0.108534,-0.0179893
0.91,0.42,-0.0307911,-0.0990811,-0.0184725
0.92,0.42,-0.0247447,-0.0890631,-0.0190202
0.93,0.42,-0.0192496,-0.0785672,-0.0196257
0.94,0.42,-0.0143606,-0.0676865,-0.0202821
0.95,0.42,-0.0101273,-0.056519,-0.020982
0.96,0.42,-0.00659472,-0.0451663,-0.0217208
0.97,0.42,-0.00379874,-0.0337324,-0.0224833
0.98,0.42,-0.00176053,-0.0223219,-0.0232548
0.99,0.42,-0.000621848,-0.0110384,-0.0242921
1,0.42,0,0,-0.0242921
0,0.43,0,0,-0.0253689
0.01,0.43,-0.000373483,0.0121647,-0.0253689
0.02,0.43,-0.00103805,0.0235812,-0.0259502
0.03,0.43,-0.00219333,0.0342609,-0.0263488
0.04,0.43,-0.00373556,0.0442182,-0.0267231
0.05,0.43,-0.00563796,0.0534706,-0.0270705
0.06,0.43,-0.00787024,0.0620385,-0.027389
0.07,0.43,-0.010402,0.069944,-0.0276833
0.08,0.43,-0.0132052,0.0772109,-0.0279564
0.09,0.43,-0.0162534,0.083864,-0.0282114
0.1,0.43,-0.0195218,0.0899287,-0.0284515
0.11,0.43,-0.0229872,0.0954307,-0.0286795
0.12,0.43,-0.0266281,0.100396,-0.0288982
0.13,0.43,-0.0304244,0.104848,-0.0291101
0.14,0.43,-0.0343575,0.108814,-0.0293174
0.15,0.43,-0.0384102,0.112316,-0.0295223
0.16,0.43,-0.0425668,0.115376,-0.0297265
0.17,0.43,-0.0468126,0.118016,-0.0299317
0.18,0.43,-0.0511342,0.120257,-0.0301392
0.19,0.43,-0.0555193,0.122116,-0.0303502
0.2,0.43,-0.0599567,0.123611,-0.0305656
0.21,0.43,-0.064436,0.124756,-0.030786
0.22,0.43,-0.0689478,0.125567,-0.031012
0.23,0.43,-0.0734834,0.126055,-0.0312439
0.24,0.43,-0.0780347,0.126231,-0.0314817
0.25,0.43,-0.0825945,0.126104,-0.0317253
0.26,0.43,-0.0871557,0.125683,-0.0319745
0.27,0.43,-0.0917121,0.124974,-0.0322288
0.28,0.43,-0.0962576,0.123982,-0.0324876
0.29,0.43,-0.100787,0.122712,-0.03275
0.3,0.43,-0.105294,0.121167,-0.0330151
0.31,0.43,-0.109773,0.119349,-0.0332819
0.32,0.43,-0.114221,0.117259,-0.0335489
0.33,0.43,-0.118631,0.114899,-0.0338149
0.34,0.43,-0.122998,0.112268,-0.0340783
0.35,0.43,-0.127318,0.109366,-0.0343373
0.36,0.43,-0.131585,0.106193,-0.0345902
0.37,0.43,-0.135794,0.102748,-0.034835
0.38,0.43,-0.139939,0.099029,-0.0350696
0.39,0.43,-0.144015,0.0950362,-0.0352918
0.4,0.43,-0.148014,0.0907684,-0.0354995
0.41,0.43,-0.151931,0.0862251,-0.0356902
0.42,0.43,-0.155758,0.0814059,-0.0358615
0.43,0.43,-0.159488,0.0763112,-0.0360109
0.44,0.43,-0.163114,0.0709418,-0.0361358
0.45,0.43,-0.166625,0.0652991,-0.0362338
0.46,0.43,-0.170014,0.0593857,-0.0363021
0.47,0.43,-0.173271,0.0532048,-0.0363383
0.48,0.43,-0.176386,0.046761,-0.0363398
0.49,0.43,-0.179346,0.0400598,-0.0363043
0.5,0.43,-0.182141,0.0331083,-0.0362293
0.51,0.43,-0.184758,0.0259151,-0.0361126
0.52,0.43,-0.187185,0.0184903,-0.0359522
0.53,0.43,-0.189406,0.010846,-0.0357462
0.54,0.43,-0.191409,0.00299613,-0.0354932
0.55,0.43,-0.193177,-0.00504319,-0.0351916
0.56,0.43,-0.194694,-0.0132536,-0.0348407
0.57,0.43,-0.195946,-0.0216144,-0.0344397
0.58,0.43,-0.196913,-0.0301021,-0.0339884
0.59,0.43,-0.197581,-0.0386908,-0.0334872
0.6,0.43,-0.197931,-0.0473515,-0.0329368
0.61,0.43,-0.197945,-0.0560524,-0.0323384
0.62,0.43,-0.197607,-0.0647587,-0.0316941
0.63,0.43,-0.196898,-0.0734324,-0.0310063
0.64,0.43,-0.195804,-0.0820325,-0.0302781
0.65,0.43,-0.194308,-0.0905147,-0.0295133
0.66,0.43,-0.192395,-0.0988321,-0.0287165
0.67,0.43,-0.190052,-0.106934,-0.0278927
0.68,0.43,-0.187267,-0.114769,-0.0270478
0.69,0.43,-0.184033,-0.122281,-0.0261882
0.7,0.43,-0.180342,-0.129412,-0.0253209
0.71,0.43,-0.176191,-0.136104,-0.0244534
0.72,0.43,-0.171579,-0.142298,-0.0235938
0.73,0.43,-0.166512,-0.147931,-0.0227505
0.74,0.43,-0.160997,-0.152945,-0.021932
0.75,0.43,-0.155047,-0.15728,-0.0211472
0.76,0.43,-0.148682,-0.160879,-0.0204048
0.77,0.43,-0.141925,-0.163688,-0.0197134
0.78,0.43,-0.134806,-0.165656,-0.0190813
0.79,0.43,-0.127359,-0.16674,-0.0185163
0.8,0.43,-0.119627,-0.166898,-0.0180254
0.81,0.43,-0.111656,-0.166102,-0.017615
0.82,0.43,-0.103499,-0.164326,-0.0172905
0.83,0.43,-0.0952132,-0.161557,-0.017056
0.84,0.43,-0.0868614,-0.157791,-0.0169146
0.85,0.43,-0.0785098,-0.153035,-0.016868
0.86,0.43,-0.0702282,-0.147306,-0.0169167
0.87,0.43,-0.0620885,-0.140636,-0.0170596
0.88,0.43,-0.0541643,-0.133064,-0.0172945
0.89,0.43,-0.0465293,-0.124643,-0.017618
0.9,0.43,-0.0392566,-0.115437,-0.0180252
0.91,0.43,-0.0324176,-0.10552,-0.0185107
0.92,0.43,-0.0260809,-0.0949731,-0.0190678
0.93,0.43,-0.0203112,-0.0838891,-0.0196897
0.94,0.43,-0.015169,-0.0723655,-0.0203686
0.95,0.43,-0.0107088,-0.0605057,-0.021097
0.96,0.43,-0.00698078,-0.0484174,-0.0218696
0.97,0.43,-0.00402545,-0.0362106,-0.0226703
0.98,0.43,-0.00186766,-0.0239965,-0.0234832
0.99,0.43,-0.000660301,-0.0118845,-0.0245811
1,0.43,0,0,-0.0245811
0,0.44,0,0,-0.0261399
0.01,0.44,-0.000372383,0.0126496,-0.0261399
0.02,0.44,-0.00103518,0.0245134,-0.02672
0.03,0.44,-0.00218772,0.0356047,-0.0271181
0.04,0.44,-0.00372669,0.0459394,-0.0274924
0.05,0.44,-0.00562551,0.055537,-0.0278401
0.06,0.44,-0.00785401,0.0644194,-0.0281594
0.07,0.44,-0.0103819,0.0726104,-0.028455
0.08,0.44,-0.0131811,0.0801356,-0.0287299
0.09,0.44,-0.0162253,0.0870213,-0.0289874
0.1,0.44,-0.0194895,0.0932947,-0.0292305
0.11,0.44,-0.0229506,0.098983,-0.0294622
0.12,0.44,-0.026587,0.104113,-0.0296852
0.13,0.44,-0.0303785,0.108712,-0.0299022
0.14,0.44,-0.0343065,0.112806,-0.0301154
0.15,0.44,-0.0383537,0.116419,-0.0303269
0.16,0.44,-0.0425043,0.119576,-0.0305386
0.17,0.44,-0.0467436,0.122298,-0.0307522
0.18,0.44,-0.0510583,0.124608,-0.030969
0.19,0.44,-0.0554361,0.126525,-0.0311903
0.2,0.44,-0.0598658,0.128067,-0.0314168
0.21,0.44,-0.0643371,0.12925,-0.0316494
0.22,0.44,-0.0688407,0.130088,-0.0318885
0.23,0.44,-0.0733679,0.130596,-0.0321345
0.24,0.44,-0.077911,0.130784,-0.0323875
0.25,0.44,-0.0824627,0.130663,-0.0326473
0.26,0.44,-0.0870165,0.130241,-0.0329137
0.27,0.44,-0.0915661,0.129524,-0.0331861
0.28,0.44,-0.0961058,0.128519,-0.0334641
0.29,0.44,-0.10063,0.127231,-0.0337467
0.3,0.44,-0.105134,0.125662,-0.034033
0.31,0.44,-0.109613,0.123815,-0.0343218
0.32,0.44,-0.114062,0.121692,-0.0346119
0.33,0.44,-0.118476,0.119293,-0.0349018
0.34,0.44,-0.122851,0.116618,-0.0351898
0.35,0.44,-0.127181,0.113668,-0.0354743
0.36,0.44,-0.131462,0.110442,-0.0357534
0.37,0.44,-0.13569,0.106938,-0.036025
0.38,0.44,-0.139858,0.103155,-0.0362869
0.39,0.44,-0.143961,0.0990917,-0.0365369
0.4,0.44,-0.147994,0.0947475,-0.0367727
0.41,0.44,-0.151951,0.0901212,-0.0369917
0.42,0.44,-0.155824,0.0852119,-0.0371913
0.43,0.44,-0.159607,0.0800196,-0.0373689
0.44,0.44,-0.163292,0.0745445,-0.0375218
0.45,0.44,-0.166871,0.0687875,-0.0376473
0.46,0.44,-0.170335,0.0627505,-0.0377425
0.47,0.44,-0.173675,0.0564361,-0.0378047
0.48,0.44,-0.17688,0.0498482,-0.0378311
0.49,0.44,-0.179941,0.0429916,-0.037819
0.5,0.44,-0.182844,0.0358727,-0.037766
0.51,0.44,-0.185579,0.0284993,-0.0376693
0.52,0.44,-0.188132,0.0208809,-0.0375268
0.53,0.44,-0.190488,0.0130287,-0.0373363
0.54,0.44,-0.192634,0.00495602,-0.0370959
0.55,0.44,-0.194554,-0.00332176,-0.0368039
0.56,0.44,-0.196232,-0.0117869,-0.0364592
0.57,0.44,-0.197652,-0.0204192,-0.0360607
0.58,0.44,-0.198795,-0.0291958,-0.035608
0.59,0.44,-0.199644,-0.0380911,-0.035101
0.6,0.44,-0.20018,-0.0470763,-0.0345403
0.61,0.44,-0.200386,-0.0561197,-0.0339269
0.62,0.44,-0.200242,-0.0651864,-0.0332624
0.63,0.44,-0.19973,-0.0742381,-0.0325493
0.64,0.44,-0.198832,-0.0832331,-0.0317904
0.65,0.44,-0.197531,-0.0921265,-0.0309895
0.66,0.44,-0.195809,-0.10087,-0.0301511
0.67,0.44,-0.193652,-0.109411,-0.0292804
0.68,0.44,-0.191046,-0.117697,-0.0283831
0.69,0.44,-0.187979,-0.125668,-0.0274661
0.7,0.44,-0.184443,-0.133265,-0.0265365
0.71,0.44,-0.180431,-0.140426,-0.0256023
0.72,0.44,-0.175941,-0.147087,-0.024672
0.73,0.44,-0.170975,-0.153184,-0.0237545
0.74,0.44,-0.165538,-0.158651,-0.0228591
0.75,0.44,-0.159641,-0.163424,-0.0219953
0.76,0.44,-0.153301,-0.167441,-0.0211728
0.77,0.44,-0.14654,-0.170642,-0.0204009
0.78,0.44,-0.139385,-0.172971,-0.0196889
0.79,0.44,-0.131872,-0.174376,-0.0190455
0.8,0.44,-0.124041,-0.174813,-0.018479
0.81,0.44,-0.115938,-0.174244,-0.0179964
0.82,0.44,-0.107619,-0.17264,-0.0176042
0.83,0.44,-0.0991402,-0.169982,-0.0173075
0.84,0.44,-0.0905676,-0.166262,-0.0171101
0.85,0.44,-0.0819701,-0.161482,-0.0170144
0.86,0.44,-0.0734208,-0.155657,-0.0170215
0.87,0.44,-0.0649956,-0.148814,-0.0171308
0.88,0.44,-0.0567726,-0.140995,-0.0173403
0.89,0.44,-0.0488307,-0.132251,-0.0176467
0.9,0.44,-0.0412485,-0.122646,-0.0180453
0.91,0.44,-0.0341031,-0.112257,-0.0185303
0.92,0.44,-0.0274689,-0.10117,-0.0190949
0.93,0.44,-0.0214166,-0.0894792,-0.0197316
0.94,0.44,-0.0160124,-0.0772889,-0.0204325
0.95,0.44,-0.0113168,-0.0647078,-0.0211892
0.96,0.44,-0.00738528,-0.0518496,-0.0219962
0.97,0.44,-0.00426347,-0.0388311,-0.0228362
0.98,0.44,-0.00198034,-0.0257699,-0.0236922
0.99,0.44,-0.000700813,-0.012782,-0.0248535
1,0.44,0,0,-0.0248535
0,0.45,0,0,-0.0269493
0.01,0.45,-0.000370695,0.0131328,-0.0269493
0.02,0.45,-0.0010307,0.0254425,-0.0275272
0.03,0.45,-0.00217875,0.0369444,-0.0279243
0.04,0.45,-0.00371219,0.047656,-0.028298
0.05,0.45,-0.00560464,0.0575983,-0.0286457
0.06,0.45,-0.00782613,0.0667948,-0.0289655
0.07,0.45,-0.0103465,0.0752711,-0.0292621
0.08,0.45,-0.0131377,0.0830542,-0.0295386
0.09,0.45,-0.0161734,0.0901723,-0.0297982
0.1,0.45,-0.0194287,0.096654,-0.0300442
0.11,0.45,-0.0228805,0.102528,-0.0302793
0.12,0.45,-0.0265069,0.107823,-0.0305066
0.13,0.45,-0.0302879,0.112568,-0.0307285
0.14,0.45,-0.0342046,0.116789,-0.0309475
0.15,0.45,-0.03824,0.120513,-0.0311656
0.16,0.45,-0.0423779,0.123766,-0.0313848
0.17,0.45,-0.0466038,0.12657,-0.0316067
0.18,0.45,-0.0509044,0.128949,-0.0318328
0.19,0.45,-0.0552673,0.130923,-0.0320642
0.2,0.45,-0.0596814,0.132512,-0.032302
0.21,0.45,-0.0641365,0.133731,-0.0325468
0.22,0.45,-0.0686233,0.134598,-0.0327992
0.23,0.45,-0.0731335,0.135125,-0.0330595
0.24,0.45,-0.0776593,0.135326,-0.0333278
0.25,0.45,-0.0821938,0.13521,-0.0336041
0.26,0.45,-0.0867305,0.134786,-0.0338879
0.27,0.45,-0.0912636,0.134063,-0.034179
0.28,0.45,-0.0957876,0.133046,-0.0344765
0.29,0.45,-0.100297,0.131741,-0.0347798
0.3,0.45,-0.104788,0.13015,-0.0350878
0.31,0.45,-0.109255,0.128276,-0.0353994
0.32,0.45,-0.113695,0.126122,-0.0357132
0.33,0.45,-0.118102,0.123687,-0.0360278
0.34,0.45,-0.122472,0.120973,-0.0363414
0.35,0.45,-0.126802,0.117978,-0.0366524
0.36,0.45,-0.131086,0.114702,-0.0369587
0.37,0.45,-0.135321,0.111143,-0.0372582
0.38,0.45,-0.139501,0.107301,-0.0375487
0.39,0.45,-0.143621,0.103173,-0.0378279
0.4,0.45,-0.147676,0.0987579,-0.0380932
0.41,0.45,-0.151661,0.0940547,-0.038342
0.42,0.45,-0.155569,0.0890619,-0.0385716
0.43,0.45,-0.159394,0.083779,-0.0387792
0.44,0.45,-0.163128,0.0782056,-0.0389619
0.45,0.45,-0.166763,0.0723421,-0.0391168
0.46,0.45,-0.170292,0.0661896,-0.0392409
0.47,0.45,-0.173705,0.0597502,-0.0393311
0.48,0.45,-0.176993,0.0530268,-0.0393846
0.49,0.45,-0.180145,0.0460238,-0.0393984
0.5,0.45,-0.183149,0.0387466,-0.0393695
0.51,0.45,-0.185994,0.0312023,-0.0392953
0.52,0.45,-0.188666,0.0233995,-0.0391731
0.53,0.45,-0.191152,0.0153487,-0.0390004
0.54,0.45,-0.193438,0.0070623,-0.0387751
0.55,0.45,-0.195507,-0.00144505,-0.0384952
0.56,0.45,-0.197343,-0.0101564,-0.038159
0.57,0.45,-0.198929,-0.0190522,-0.0377653
0.58,0.45,-0.200248,-0.0281102,-0.0373134
0.59,0.45,-0.201281,-0.0373053,-0.0368027
0.6,0.45,-0.202008,-0.0466093,-0.0362336
0.61,0.45,-0.202411,-0.0559906,-0.0356069
0.62,0.45,-0.202469,-0.0654143,-0.0349238
0.63,0.45,-0.202162,-0.0748421,-0.0341865
0.64,0.45,-0.201472,-0.0842318,-0.0333979
0.65,0.45,-0.200378,-0.0935379,-0.0325614
0.66,0.45,-0.198863,-0.102711,-0.0316816
0.67,0.45,-0.196908,-0.111698,-0.0307635
0.68,0.45,-0.194499,-0.120442,-0.0298131
0.69,0.45,-0.19162,-0.128884,-0.0288373
0.7,0.45,-0.18826,-0.13696,-0.0278436
0.71,0.45,-0.184411,-0.144606,-0.0268402
0.72,0.45,-0.180068,-0.151754,-0.0258362
0.73,0.45,-0.175228,-0.158335,-0.0248409
0.74,0.45,-0.169895,-0.164279,-0.0238644
0.75,0.45,-0.164078,-0.169517,-0.0229169
0.76,0.45,-0.157789,-0.17398,-0.0220088
0.77,0.45,-0.15105,-0.177604,-0.0211506
0.78,0.45,-0.143886,-0.180324,-0.0203525
0.79,0.45,-0.136331,-0.182084,-0.0196242
0.8,0.45,-0.128423,-0.182832,-0.018975
0.81,0.45,-0.120211,-0.182524,-0.0184133
0.82,0.45,-0.111747,-0.181124,-0.0179463
0.83,0.45,-0.103093,-0.178608,-0.0175803
0.84,0.45,-0.094313,-0.174961,-0.0173199
0.85,0.45,-0.0854804,-0.170182,-0.0171685
0.86,0.45,-0.0766712,-0.164281,-0.0171277
0.87,0.45,-0.0679655,-0.157284,-0.0171976
0.88,0.45,-0.059446,-0.149229,-0.0173765
0.89,0.45,-0.0511969,-0.140167,-0.0176612
0.9,0.45,-0.0433024,-0.130165,-0.0180473
0.91,0.45,-0.0358458,-0.119299,-0.0185286
0.92,0.45,-0.0289077,-0.10766,-0.0190982
0.93,0.45,-0.0225653,-0.0953456,-0.0197482
0.94,0.45,-0.0168909,-0.0824652,-0.0204701
0.95,0.45,-0.0119515,-0.0691335,-0.0212549
0.96,0.45,-0.00780845,-0.0554707,-0.0220968
0.97,0.45,-0.00451298,-0.0416003,-0.022977
0.98,0.45,-0.00209871,-0.0276469,-0.0238776
0.99,0.45,-0.000743438,-0.0137335,-0.0251052
1,0.45,0,0,-0.0251052
0,0.46,0,0,-0.0277963
0.01,0.46,-0.000368445,0.0136135,-0.0277963
0.02,0.46,-0.00102468,0.0263672,-0.0283713
0.03,0.46,-0.00216659,0.0382782,-0.0287669
0.04,0.46,-0.00369231,0.0493654,-0.0291396
0.05,0.46,-0.00557574,0.0596513,-0.0294868
0.06,0.46,-0.00778712,0.0691611,-0.0298068
0.07,0.46,-0.0102964,0.077922,-0.030104
0.08,0.46,-0.0130757,0.0859625,-0.0303819
0.09,0.46,-0.0160987,0.0933124,-0.0306435
0.1,0.46,-0.0193405,0.100002,-0.030892
0.11,0.46,-0.0227779,0.106061,-0.0311305
0.12,0.46,-0.0263891,0.111521,-0.0313618
0.13,0.46,-0.0301538,0.11641,-0.0315885
0.14,0.46,-0.0340534,0.120758,-0.031813
0.15,0.46,-0.0380704,0.124592,-0.0320376
0.16,0.46,-0.042189,0.12794,-0.0322641
0.17,0.46,-0.0463945,0.130825,-0.0324943
0.18,0.46,-0.0506735,0.133272,-0.0327296
0.19,0.46,-0.0550138,0.135302,-0.0329712
0.2,0.46,-0.0594042,0.136936,-0.0332202
0.21,0.46,-0.0638347,0.138192,-0.0334773
0.22,0.46,-0.0682962,0.139085,-0.033743
0.23,0.46,-0.0727803,0.139632,-0.0340176
0.24,0.46,-0.0772796,0.139845,-0.0343014
0.25,0.46,-0.0817872,0.139734,-0.0345942
0.26,0.46,-0.086297,0.13931,-0.0348958
0.27,0.46,-0.0908034,0.138581,-0.0352057
0.28,0.46,-0.0953011,0.137553,-0.0355232
0.29,0.46,-0.0997855,0.136231,-0.0358476
0.3,0.46,-0.104252,0.13462,-0.0361778
0.31,0.46,-0.108696,0.132721,-0.0365127
0.32,0.46,-0.113115,0.130538,-0.0368508
0.33,0.46,-0.117503,0.12807,-0.0371908
0.34,0.46,-0.121858,0.125318,-0.0375308
0.35,0.46,-0.126175,0.122282,-0.0378691
0.36,0.46,-0.13045,0.118961,-0.0382036
0.37,0.46,-0.13468,0.115352,-0.0385322
0.38,0.46,-0.138859,0.111455,-0.0388525
0.39,0.46,-0.142984,0.107268,-0.0391621
0.4,0.46,-0.14705,0.102788,-0.0394583
0.41,0.46,-0.151051,0.0980139,-0.0397384
0.42,0.46,-0.154982,0.0929444,-0.0399996
0.43,0.46,-0.158836,0.0875781,-0.0402388
0.44,0.46,-0.162607,0.081914,-0.0404532
0.45,0.46,-0.166288,0.075952,-0.0406394
0.46,0.46,-0.16987,0.0696925,-0.0407944
0.47,0.46,-0.173346,0.0631369,-0.0409148
0.48,0.46,-0.176705,0.0562874,-0.0409976
0.49,0.46,-0.179938,0.0491475,-0.0410394
0.5,0.46,-0.183034,0.0417218,-0.0410372
0.51,0.46,-0.18598,0.0340166,-0.0409878
0.52,0.46,-0.188765,0.0260395,-0.0408883
0.53,0.46,-0.191374,0.0178003,-0.040736
0.54,0.46,-0.193792,0.00931034,-0.0405283
0.55,0.46,-0.196005,0.000583475,-0.0402629
0.56,0.46,-0.197996,-0.00836422,-0.0399378
0.57,0.46,-0.199748,-0.0175141,-0.0395514
0.58,0.46,-0.201241,-0.0268446,-0.0391026
0.59,0.46,-0.202458,-0.0363313,-0.0385906
0.6,0.46,-0.203378,-0.0459465,-0.0380153
0.61,0.46,-0.203982,-0.0556592,-0.0373771
0.62,0.46,-0.204248,-0.0654348,-0.0366772
0.63,0.46,-0.204155,-0.0752348,-0.0359173
0.64,0.46,-0.203682,-0.0850171,-0.0351001
0.65,0.46,-0.202808,-0.0947355,-0.034229
0.66,0.46,-0.201513,-0.10434,-0.0333081
0.67,0.46,-0.199777,-0.113776,-0.0323427
0.68,0.46,-0.197582,-0.122985,-0.0313388
0.69,0.46,-0.194912,-0.131906,-0.0303032
0.7,0.46,-0.191751,-0.140474,-0.0292438
0.71,0.46,-0.188089,-0.148619,-0.0281691
0.72,0.46,-0.183916,-0.156271,-0.0270885
0.73,0.46,-0.17923,-0.163357,-0.026012
0.74,0.46,-0.174029,-0.169801,-0.0249503
0.75,0.46,-0.168319,-0.17553,-0.0239144
0.76,0.46,-0.162111,-0.180469,-0.0229155
0.77,0.46,-0.155422,-0.184545,-0.0219651
0.78,0.46,-0.148276,-0.18769,-0.0210745
0.79,0.46,-0.140706,-0.189839,-0.0202546
0.8,0.46,-0.132748,-0.190933,-0.0195156
0.81,0.46,-0.124449,-0.19092,-0.0188673
0.82,0.46,-0.115863,-0.189758,-0.0183181
0.83,0.46,-0.107051,-0.187417,-0.0178752
0.84,0.46,-0.0980813,-0.183874,-0.0175445
0.85,0.46,-0.0890271,-0.179124,-0.0173302
0.86,0.46,-0.0799684,-0.173172,-0.0172348
0.87,0.46,-0.0709894,-0.16604,-0.0172589
0.88,0.46,-0.0621777,-0.157764,-0.0174014
0.89,0.46,-0.0536227,-0.148394,-0.0176595
0.9,0.46,-0.0454147,-0.137997,-0.0180286
0.91,0.46,-0.0376433,-0.126652,-0.0185028
0.92,0.46,-0.0303959,-0.11445,-0.0190746
0.93,0.46,-0.0237565,-0.101496,-0.0197359
0.94,0.46,-0.0178043,-0.0879025,-0.0204775
0.95,0.46,-0.0126128,-0.073791,-0.02129
0.96,0.46,-0.0082504,-0.0592881,-0.0221669
0.97,0.46,-0.00477414,-0.0445247,-0.0230883
0.98,0.46,-0.00222287,-0.0296325,-0.0240351
0.99,0.46,-0.000788225,-0.0147417,-0.0253319
1,0.46,0,0,-0.0253319
0,0.47,0,0,-0.0286806
0.01,0.47,-0.000365671,0.014091,-0.0286806
0.02,0.47,-0.00101722,0.0272862,-0.0292518
0.03,0.47,-0.00215144,0.0396041,-0.0296454
0.04,0.47,-0.0036674,0.0510652,-0.0300167
0.05,0.47,-0.00553932,0.0616934,-0.0303631
0.06,0.47,-0.00773766,0.0715153,-0.0306828
0.07,0.47,-0.0102326,0.0805597,-0.0309805
0.08,0.47,-0.0129963,0.0888565,-0.0312593
0.09,0.47,-0.0160025,0.0964371,-0.0315226
0.1,0.47,-0.0192263,0.103333,-0.0317735
0.11,0.47,-0.0226444,0.109577,-0.0320151
0.12,0.47,-0.0262351,0.115199,-0.0322501
0.13,0.47,-0.0299781,0.120232,-0.0324814
0.14,0.47,-0.0338545,0.124706,-0.0327114
0.15,0.47,-0.0378469,0.128649,-0.0329422
0.16,0.47,-0.0419395,0.13209,-0.0331759
0.17,0.47,-0.0461174,0.135055,-0.0334141
0.18,0.47,-0.0503674,0.137569,-0.0336585
0.19,0.47,-0.0546772,0.139654,-0.0339101
0.2,0.47,-0.0590358,0.141332,-0.0341702
0.21,0.47,-0.0634332,0.142623,-0.0344394
0.22,0.47,-0.0678604,0.143543,-0.0347183
0.23,0.47,-0.0723092,0.144108,-0.0350073
0.24,0.47,-0.0767723,0.144332,-0.0353066
0.25,0.47,-0.0812431,0.144227,-0.0356161
0.26,0.47,-0.0857157,0.143802,-0.0359355
0.27,0.47,-0.0901848,0.143067,-0.0362644
0.28,0.47,-0.0946454,0.142028,-0.0366021
0.29,0.47,-0.0990932,0.140691,-0.0369479
0.3,0.47,-0.103524,0.139061,-0.0373007
0.31,0.47,-0.107934,0.137139,-0.0376593
0.32,0.47,-0.11232,0.134928,-0.0380223
0.33,0.47,-0.116677,0.13243,-0.0383883
0.34,0.47,-0.121004,0.129644,-0.0387555
0.35,0.47,-0.125295,0.12657,-0.0391219
