x,y,u,v,p
0.06,0.19,-0.00467088,0.0125108,-0.019123
0.07,0.19,-0.00619492,0.014451,-0.019298
0.08,0.19,-0.00789249,0.0163066,-0.0194582
0.09,0.19,-0.00974978,0.0180679,-0.0196043
0.1,0.19,-0.0117536,0.0197271,-0.0197374
0.11,0.19,-0.0138914,0.0212784,-0.0198582
0.12,0.19,-0.0161511,0.0227177,-0.0199676
0.13,0.19,-0.018521,0.0240422,-0.0200662
0.14,0.19,-0.0209902,0.0252505,-0.0201548
0.15,0.19,-0.0235479,0.0263421,-0.020234
0.16,0.19,-0.0261836,0.0273172,-0.0203045
0.17,0.19,-0.0288874,0.0281769,-0.0203666
0.18,0.19,-0.0316495,0.0289224,-0.0204209
0.19,0.19,-0.0344605,0.0295554,-0.0204678
0.2,0.19,-0.0373112,0.0300779,-0.0205076
0.21,0.19,-0.0401926,0.0304917,-0.0205407
0.22,0.19,-0.0430958,0.030799,-0.0205671
0.23,0.19,-0.0460124,0.0310016,-0.0205871
0.24,0.19,-0.0489337,0.0311014,-0.0206008
0.25,0.19,-0.0518515,0.0311001,-0.0206082
0.26,0.19,-0.0547576,0.0309992,-0.0206092
0.27,0.19,-0.0576437,0.0308001,-0.0206039
0.28,0.19,-0.0605019,0.030504,-0.0205921
0.29,0.19,-0.0633242,0.0301119,-0.0205736
0.3,0.19,-0.0661026,0.0296247,-0.0205482
0.31,0.19,-0.0688293,0.0290433,-0.0205158
0.32,0.19,-0.0714964,0.0283684,-0.020476
0.33,0.19,-0.0740962,0.0276006,-0.0204287
0.34,0.19,-0.0766208,0.0267407,-0.0203734
0.35,0.19,-0.0790627,0.0257895,-0.0203099
0.36,0.19,-0.0814142,0.0247478,-0.020238
0.37,0.19,-0.0836678,0.0236167,-0.0201573
0.38,0.19,-0.0858159,0.0223974,-0.0200676
0.39,0.19,-0.0878513,0.0210914,-0.0199686
0.4,0.19,-0.0897667,0.0197006,-0.0198601
0.41,0.19,-0.091555,0.0182271,-0.019742
0.42,0.19,-0.0932093,0.0166734,-0.0196141
0.43,0.19,-0.0947229,0.0150424,-0.0194764
0.44,0.19,-0.0960893,0.0133378,-0.0193289
0.45,0.19,-0.0973024,0.0115632,-0.0191716
0.46,0.19,-0.0983562,0.00972335,-0.0190048
0.47,0.19,-0.0992452,0.00782306,-0.0188286
0.48,0.19,-0.0999643,0.00586791,-0.0186435
0.49,0.19,-0.100509,0.00386403,-0.0184498
0.5,0.19,-0.100874,0.00181809,-0.018248
0.51,0.19,-0.101056,-0.00026265,-0.0180388
0.52,0.19,-0.101053,-0.00237039,-0.017823
0.53,0.19,-0.100861,-0.0044968,-0.0176013
0.54,0.19,-0.100478,-0.00663299,-0.0173747
0.55,0.19,-0.0999035,-0.00876964,-0.0171444
0.56,0.19,-0.0991363,-0.0108969,-0.0169113
0.57,0.19,-0.0981769,-0.0130047,-0.0166767
0.58,0.19,-0.0970261,-0.0150823,-0.016442
0.59,0.19,-0.0956859,-0.017119,-0.0162085
0.6,0.19,-0.0941589,-0.0191038,-0.0159776
0.61,0.19,-0.0924488,-0.0210253,-0.0157509
0.62,0.19,-0.0905601,-0.0228723,-0.0155298
0.63,0.19,-0.0884984,-0.0246337,-0.015316
0.64,0.19,-0.0862701,-0.0262982,-0.0151108
0.65,0.19,-0.0838828,-0.0278549,-0.0149158
0.66,0.19,-0.0813448,-0.0292933,-0.0147326
0.67,0.19,-0.0786655,-0.0306031,-0.0145624
0.68,0.19,-0.0758554,-0.0317748,-0.0144066
0.69,0.19,-0.0729256,-0.0327993,-0.0142665
0.7,0.19,-0.0698884,-0.0336685,-0.0141432
0.71,0.19,-0.0667567,-0.0343749,-0.0140376
0.72,0.19,-0.0635443,-0.0349123,-0.0139506
0.73,0.19,-0.0602657,-0.0352752,-0.0138828
0.74,0.19,-0.056936,-0.0354598,-0.0138347
0.75,0.19,-0.0535708,-0.035463,-0.0138068
0.76,0.19,-0.0501861,-0.0352835,-0.013799
0.77,0.19,-0.0467985,-0.0349213,-0.0138113
0.78,0.19,-0.0434243,-0.0343778,-0.0138435
0.79,0.19,-0.0400803,-0.0336562,-0.013895
0.8,0.19,-0.036783,-0.0327612,-0.0139654
0.81,0.19,-0.0335488,-0.031699,-0.0140538
0.82,0.19,-0.0303937,-0.0304778,-0.0141591
0.83,0.19,-0.0273333,-0.0291072,-0.0142804
0.84,0.19,-0.0243823,-0.0275987,-0.0144164
0.85,0.19,-0.021555,-0.0259652,-0.0145658
0.86,0.19,-0.0188646,-0.0242214,-0.0147271
0.87,0.19,-0.0163231,-0.0223838,-0.014899
0.88,0.19,-0.0139418,-0.0204702,-0.0150798
0.89,0.19,-0.0117302,-0.0185,-0.0152681
0.9,0.19,-0.00969704,-0.0164941,-0.0154624
0.91,0.19,-0.00784926,-0.0144749,-0.0156611
0.92,0.19,-0.00619254,-0.012466,-0.0158629
0.93,0.19,-0.00473107,-0.0104924,-0.0160663
0.94,0.19,-0.0034676,-0.00858038,-0.0162701
0.95,0.19,-0.00240342,-0.00675717,-0.016473
0.96,0.19,-0.0015387,-0.00505117,-0.0166745
0.97,0.19,-0.000871643,-0.00349172,-0.0168718
0.98,0.19,-0.0003974,-0.00210889,-0.017062
0.99,0.19,-0.000138472,-0.000933085,-0.0173032
1,0.19,0,0,-0.0173032
0,0.2,0,0,-0.017875
0.01,0.2,-0.000230919,0.00237088,-0.017875
0.02,0.2,-0.000642969,0.004761,-0.0182364
0.03,0.2,-0.00136161,0.00713863,-0.018486
0.04,0.2,-0.00232464,0.00948041,-0.0187212
0.05,0.2,-0.0035175,0.0117661,-0.0189396
0.06,0.2,-0.00492343,0.0139784,-0.0191392
0.07,0.2,-0.00652551,0.0161031,-0.0193219
0.08,0.2,-0.00830812,0.0181287,-0.0194888
0.09,0.2,-0.0102564,0.0200459,-0.0196409
0.1,0.2,-0.0123562,0.0218477,-0.0197791
0.11,0.2,-0.0145941,0.0235288,-0.0199045
0.12,0.2,-0.0169574,0.0250857,-0.0200178
0.13,0.2,-0.0194337,0.0265162,-0.0201201
0.14,0.2,-0.0220115,0.0278193,-0.0202121
0.15,0.2,-0.0246794,0.0289949,-0.0202945
0.16,0.2,-0.0274268,0.0300437,-0.0203679
0.17,0.2,-0.0302431,0.030967,-0.0204331
0.18,0.2,-0.0331184,0.0317663,-0.0204904
0.19,0.2,-0.0360429,0.0324437,-0.0205405
0.2,0.2,-0.0390071,0.0330013,-0.0205835
0.21,0.2,-0.0420019,0.0334414,-0.02062
0.22,0.2,-0.0450183,0.033766,-0.02065
0.23,0.2,-0.0480476,0.0339774,-0.0206739
0.24,0.2,-0.051081,0.0340775,-0.0206916
0.25,0.2,-0.0541101,0.0340681,-0.0207033
0.26,0.2,-0.0571266,0.0339509,-0.0207089
0.27,0.2,-0.0601222,0.0337273,-0.0207084
0.28,0.2,-0.0630887,0.0333986,-0.0207017
0.29,0.2,-0.0660181,0.0329659,-0.0206885
0.3,0.2,-0.0689023,0.0324302,-0.0206686
0.31,0.2,-0.0717333,0.0317923,-0.0206419
0.32,0.2,-0.0745031,0.031053,-0.0206079
0.33,0.2,-0.0772039,0.0302131,-0.0205665
0.34,0.2,-0.0798278,0.0292732,-0.0205173
0.35,0.2,-0.0823671,0.0282343,-0.0204599
0.36,0.2,-0.0848138,0.0270973,-0.0203941
0.37,0.2,-0.0871604,0.0258633,-0.0203194
0.38,0.2,-0.0893992,0.0245336,-0.0202357
0.39,0.2,-0.0915227,0.0231099,-0.0201425
0.4,0.2,-0.0935235,0.021594,-0.0200396
0.41,0.2,-0.0953944,0.0199884,-0.0199269
0.42,0.2,-0.0971283,0.0182956,-0.0198041
0.43,0.2,-0.0987182,0.016519,-0.0196712
0.44,0.2,-0.100157,0.0146622,-0.0195281
0.45,0.2,-0.10144,0.0127293,-0.0193747
0.46,0.2,-0.102559,0.0107253,-0.0192114
0.47,0.2,-0.103509,0.00865534,-0.0190381
0.48,0.2,-0.104284,0.00652546,-0.0188553
0.49,0.2,-0.10488,0.00434219,-0.0186633
0.5,0.2,-0.105292,0.00211269,-0.0184626
0.51,0.2,-0.105516,-0.000155259,-0.0182538
0.52,0.2,-0.105549,-0.00245329,-0.0180377
0.53,0.2,-0.105386,-0.00477243,-0.017815
0.54,0.2,-0.105027,-0.00710316,-0.0175867
0.55,0.2,-0.104469,-0.00943544,-0.0173539
0.56,0.2,-0.103712,-0.0117587,-0.0171177
0.57,0.2,-0.102755,-0.014062,-0.0168793
0.58,0.2,-0.1016,-0.0163339,-0.0166401
0.59,0.2,-0.100246,-0.0185627,-0.0164015
0.6,0.2,-0.0986985,-0.0207365,-0.0161649
0.61,0.2,-0.096959,-0.0228431,-0.015932
0.62,0.2,-0.0950322,-0.0248703,-0.0157042
0.63,0.2,-0.0929236,-0.0268058,-0.0154831
0.64,0.2,-0.0906394,-0.0286375,-0.0152705
0.65,0.2,-0.0881869,-0.0303536,-0.0150678
0.66,0.2,-0.0855747,-0.0319424,-0.0148766
0.67,0.2,-0.082812,-0.0333928,-0.0146985
0.68,0.2,-0.0799092,-0.0346941,-0.0145348
0.69,0.2,-0.0768779,-0.0358365,-0.0143869
0.7,0.2,-0.0737302,-0.0368108,-0.0142559
0.71,0.2,-0.0704796,-0.0376088,-0.0141431
0.72,0.2,-0.0671401,-0.0382235,-0.0140493
0.73,0.2,-0.0637266,-0.0386487,-0.0139752
0.74,0.2,-0.0602547,-0.0388799,-0.0139215
0.75,0.2,-0.0567407,-0.0389136,-0.0138886
0.76,0.2,-0.0532012,-0.038748,-0.0138767
0.77,0.2,-0.0496535,-0.0383828,-0.0138859
0.78,0.2,-0.0461147,-0.0378194,-0.0139158
0.79,0.2,-0.0426026,-0.0370608,-0.0139661
0.8,0.2,-0.0391345,-0.0361118,-0.0140363
0.81,0.2,-0.0357278,-0.034979,-0.0141255
0.82,0.2,-0.0323996,-0.0336709,-0.0142329
0.83,0.2,-0.0291665,-0.0321977,-0.0143574
0.84,0.2,-0.0260444,-0.0305715,-0.0144977
0.85,0.2,-0.0230485,-0.0288061,-0.0146526
0.86,0.2,-0.0201933,-0.0269173,-0.0148205
0.87,0.2,-0.017492,-0.0249224,-0.015
0.88,0.2,-0.0149568,-0.0228406,-0.0151896
0.89,0.2,-0.0125986,-0.0206925,-0.0153876
0.9,0.2,-0.0104269,-0.0185005,-0.0155926
0.91,0.2,-0.00844996,-0.0162882,-0.0158029
0.92,0.2,-0.00667434,-0.0140809,-0.016017
0.93,0.2,-0.00510524,-0.0119049,-0.0162336
0.94,0.2,-0.00374629,-0.00978806,-0.0164511
0.95,0.2,-0.00259965,-0.00775898,-0.0166684
0.96,0.2,-0.00166626,-0.0058474,-0.0168848
0.97,0.2,-0.000944969,-0.00408395,-0.0170972
0.98,0.2,-0.000431292,-0.00249979,-0.0173026
0.99,0.2,-0.000150413,-0.00112629,-0.017564
1,0.2,0,0,-0.017564
0,0.21,0,0,-0.0178514
0.01,0.21,-0.00024298,0.00267943,-0.0178514
0.02,0.21,-0.000676279,0.00535568,-0.0182312
0.03,0.21,-0.00143143,0.00799844,-0.018493
0.04,0.21,-0.00244257,0.0105855,-0.0187392
0.05,0.21,-0.00369395,0.0130977,-0.0189675
0.06,0.21,-0.00516755,0.0155188,-0.0191757
0.07,0.21,-0.00684525,0.0178356,-0.0193661
0.08,0.21,-0.00871029,0.0200375,-0.0195397
0.09,0.21,-0.0107468,0.022116,-0.0196976
0.1,0.21,-0.0129398,0.0240649,-0.019841
0.11,0.21,-0.015275,0.0258796,-0.019971
0.12,0.21,-0.0177389,0.0275573,-0.0200886
0.13,0.21,-0.0203187,0.0290963,-0.0201947
0.14,0.21,-0.0230021,0.0304962,-0.0202902
0.15,0.21,-0.0257774,0.0317573,-0.020376
0.16,0.21,-0.0286334,0.0328809,-0.0204528
0.17,0.21,-0.0315593,0.0338685,-0.0205213
0.18,0.21,-0.0345448,0.0347221,-0.020582
0.19,0.21,-0.0375798,0.0354441,-0.0206355
0.2,0.21,-0.0406548,0.0360369,-0.0206822
0.21,0.21,-0.0437602,0.0365029,-0.0207224
0.22,0.21,-0.0468871,0.0368446,-0.0207564
0.23,0.21,-0.0500263,0.0370642,-0.0207845
0.24,0.21,-0.0531692,0.037164,-0.0208067
0.25,0.21,-0.0563072,0.0371457,-0.0208231
0.26,0.21,-0.0594318,0.0370113,-0.0208337
0.27,0.21,-0.0625347,0.0367622,-0.0208384
0.28,0.21,-0.0656076,0.0363999,-0.020837
0.29,0.21,-0.0686423,0.0359255,-0.0208295
0.3,0.21,-0.0716306,0.0353399,-0.0208155
0.31,0.21,-0.0745646,0.0346442,-0.0207947
0.32,0.21,-0.0774361,0.033839,-0.020767
0.33,0.21,-0.0802372,0.0329253,-0.0207318
0.34,0.21,-0.0829598,0.0319038,-0.0206889
0.35,0.21,-0.0855962,0.0307754,-0.0206379
0.36,0.21,-0.0881383,0.0295411,-0.0205784
0.37,0.21,-0.0905784,0.0282021,-0.02051
0.38,0.21,-0.0929088,0.0267597,-0.0204324
0.39,0.21,-0.0951217,0.0252158,-0.0203452
0.4,0.21,-0.0972096,0.0235723,-0.0202482
0.41,0.21,-0.0991651,0.0218318,-0.020141
0.42,0.21,-0.100981,0.0199971,-0.0200233
0.43,0.21,-0.10265,0.0180716,-0.0198952
0.44,0.21,-0.104165,0.0160592,-0.0197564
0.45,0.21,-0.10552,0.0139644,-0.019607
0.46,0.21,-0.106708,0.0117924,-0.0194469
0.47,0.21,-0.107724,0.00954862,-0.0192764
0.48,0.21,-0.108561,0.00723958,-0.0190957
0.49,0.21,-0.109214,0.0048722,-0.0189051
0.5,0.21,-0.109678,0.00245411,-0.0187052
0.51,0.21,-0.109949,-6.4046e-06,-0.0184965
0.52,0.21,-0.110023,-0.0025004,-0.0182796
0.53,0.21,-0.109897,-0.00501831,-0.0180554
0.54,0.21,-0.109568,-0.00754997,-0.0178249
0.55,0.21,-0.109033,-0.0100846,-0.017589
0.56,0.21,-0.108293,-0.0126109,-0.0173489
0.57,0.21,-0.107345,-0.0151172,-0.0171059
0.58,0.21,-0.106191,-0.0175911,-0.0168614
0.59,0.21,-0.104832,-0.0200201,-0.0166167
0.6,0.21,-0.10327,-0.0223913,-0.0163735
0.61,0.21,-0.101507,-0.0246916,-0.0161333
0.62,0.21,-0.0995485,-0.0269077,-0.0158976
0.63,0.21,-0.0973988,-0.0290265,-0.0156683
0.64,0.21,-0.0950641,-0.0310348,-0.015447
0.65,0.21,-0.0925518,-0.0329196,-0.0152354
0.66,0.21,-0.0898699,-0.0346683,-0.0150351
0.67,0.21,-0.087028,-0.0362686,-0.0148477
0.68,0.21,-0.0840363,-0.0377089,-0.0146748
0.69,0.21,-0.0809065,-0.0389783,-0.0145178
0.7,0.21,-0.077651,-0.0400667,-0.014378
0.71,0.21,-0.0742833,-0.040965,-0.0142566
0.72,0.21,-0.0708179,-0.0416653,-0.0141548
0.73,0.21,-0.06727,-0.0421606,-0.0140733
0.74,0.21,-0.0636559,-0.0424457,-0.0140129
0.75,0.21,-0.0599924,-0.0425165,-0.013974
0.76,0.21,-0.0562967,-0.0423707,-0.0139571
0.77,0.21,-0.0525868,-0.0420078,-0.0139621
0.78,0.21,-0.0488809,-0.0414287,-0.0139889
0.79,0.21,-0.0451975,-0.0406365,-0.0140373
0.8,0.21,-0.041555,-0.0396359,-0.0141068
0.81,0.21,-0.0379717,-0.0384339,-0.0141965
0.82,0.21,-0.034466,-0.0370392,-0.0143056
0.83,0.21,-0.0310555,-0.0354625,-0.014433
0.84,0.21,-0.0277573,-0.0337166,-0.0145776
0.85,0.21,-0.0245878,-0.0318162,-0.0147379
0.86,0.21,-0.0215628,-0.029778,-0.0149125
0.87,0.21,-0.0186965,-0.0276203,-0.0150999
0.88,0.21,-0.0160025,-0.0253636,-0.0152985
0.89,0.21,-0.0134929,-0.0230298,-0.0155067
0.9,0.21,-0.0111782,-0.0206427,-0.0157227
0.91,0.21,-0.0090679,-0.0182274,-0.0159451
0.92,0.21,-0.00716961,-0.0158107,-0.0161722
0.93,0.21,-0.00548952,-0.0134205,-0.0164024
0.94,0.21,-0.00403224,-0.0110859,-0.0166343
0.95,0.21,-0.00280076,-0.00883733,-0.0168665
0.96,0.21,-0.00179683,-0.00670583,-0.0170984
0.97,0.21,-0.00101992,-0.0047234,-0.0173265
0.98,0.21,-0.000465881,-0.00292244,-0.0175475
0.99,0.21,-0.000162582,-0.00133544,-0.0178295
1,0.21,0,0,-0.0178295
0,0.22,0,0,-0.0178516
0.01,0.22,-0.00025459,0.00300328,-0.0178516
0.02,0.22,-0.000708352,0.00597946,-0.0182491
0.03,0.22,-0.00149869,0.00889968,-0.0185226
0.04,0.22,-0.0025562,0.0117429,-0.0187795
0.05,0.22,-0.00386405,0.0144913,-0.0190174
0.06,0.22,-0.005403,0.0171297,-0.0192341
0.07,0.22,-0.00715375,0.0196459,-0.0194319
0.08,0.22,-0.00909851,0.0220303,-0.0196121
0.09,0.22,-0.0112204,0.0242754,-0.0197759
0.1,0.22,-0.0135036,0.0263758,-0.0199245
0.11,0.22,-0.0159331,0.0283279,-0.0200592
0.12,0.22,-0.0184946,0.0301294,-0.020181
0.13,0.22,-0.0211747,0.0317794,-0.0202911
0.14,0.22,-0.0239606,0.033278,-0.0203904
0.15,0.22,-0.0268401,0.0346262,-0.0204799
0.16,0.22,-0.0298016,0.0358256,-0.0205603
0.17,0.22,-0.032834,0.0368783,-0.0206323
0.18,0.22,-0.0359266,0.0377868,-0.0206967
0.19,0.22,-0.0390693,0.0385537,-0.020754
0.2,0.22,-0.042252,0.0391817,-0.0208046
0.21,0.22,-0.0454652,0.0396737,-0.020849
0.22,0.22,-0.0486996,0.0400321,-0.0208874
0.23,0.22,-0.0519462,0.0402596,-0.0209201
0.24,0.22,-0.055196,0.0403584,-0.0209471
0.25,0.22,-0.0584404,0.0403307,-0.0209686
0.26,0.22,-0.0616708,0.0401783,-0.0209846
0.27,0.22,-0.0648788,0.039903,-0.0209948
0.28,0.22,-0.0680561,0.0395061,-0.0209993
0.29,0.22,-0.0711943,0.0389889,-0.0209978
0.3,0.22,-0.0742853,0.0383525,-0.0209901
0.31,0.22,-0.0773209,0.0375978,-0.0209757
0.32,0.22,-0.0802931,0.0367256,-0.0209545
0.33,0.22,-0.0831937,0.0357368,-0.0209259
0.34,0.22,-0.0860147,0.0346322,-0.0208897
0.35,0.22,-0.088748,0.0334128,-0.0208453
0.36,0.22,-0.0913858,0.0320796,-0.0207925
0.37,0.22,-0.09392,0.0306337,-0.0207306
0.38,0.22,-0.0963429,0.0290769,-0.0206594
0.39,0.22,-0.0986466,0.0274107,-0.0205785
0.4,0.22,-0.100823,0.0256375,-0.0204874
0.41,0.22,-0.102866,0.0237597,-0.0203858
0.42,0.22,-0.104766,0.0217805,-0.0202735
0.43,0.22,-0.106517,0.0197033,-0.0201502
0.44,0.22,-0.108112,0.0175324,-0.0200159
0.45,0.22,-0.109544,0.0152725,-0.0198703
0.46,0.22,-0.110805,0.0129289,-0.0197135
0.47,0.22,-0.111891,0.0105076,-0.0195457
0.48,0.22,-0.112794,0.00801534,-0.0193669
0.49,0.22,-0.113509,0.00545946,-0.0191776
0.5,0.22,-0.114031,0.00284806,-0.0189782
0.51,0.22,-0.114355,0.000189914,-0.0187691
0.52,0.22,-0.114477,-0.00250549,-0.0185512
0.53,0.22,-0.114394,-0.00522799,-0.018325
0.54,0.22,-0.114101,-0.00796677,-0.0180917
0.55,0.22,-0.113597,-0.0107104,-0.0178521
0.56,0.22,-0.11288,-0.0134467,-0.0176075
0.57,0.22,-0.111949,-0.0161633,-0.0173592
0.58,0.22,-0.110804,-0.018847,-0.0171085
0.59,0.22,-0.109445,-0.0214843,-0.0168569
0.6,0.22,-0.107875,-0.0240614,-0.016606
0.61,0.22,-0.106096,-0.0265643,-0.0163575
0.62,0.22,-0.104112,-0.0289786,-0.0161129
0.63,0.22,-0.101928,-0.0312901,-0.0158742
0.64,0.22,-0.0995487,-0.0334845,-0.015643
0.65,0.22,-0.0969819,-0.0355478,-0.0154212
0.66,0.22,-0.0942355,-0.0374662,-0.0152104
0.67,0.22,-0.0913188,-0.0392264,-0.0150124
0.68,0.22,-0.0882423,-0.0408156,-0.0148289
0.69,0.22,-0.0850173,-0.0422218,-0.0146614
0.7,0.22,-0.0816567,-0.043434,-0.0145114
0.71,0.22,-0.078174,-0.0444419,-0.0143802
0.72,0.22,-0.0745841,-0.0452367,-0.014269
0.73,0.22,-0.0709027,-0.0458106,-0.0141788
0.74,0.22,-0.0671463,-0.0461576,-0.0141104
0.75,0.22,-0.0633325,-0.0462728,-0.0140644
0.76,0.22,-0.0594793,-0.0461535,-0.0140413
0.77,0.22,-0.0556052,-0.0457986,-0.0140411
0.78,0.22,-0.0517295,-0.0452087,-0.0140641
0.79,0.22,-0.0478716,-0.0443868,-0.0141097
0.8,0.22,-0.0440508,-0.0433375,-0.0141777
0.81,0.22,-0.0402869,-0.042068,-0.0142673
0.82,0.22,-0.0365989,-0.0405872,-0.0143777
0.83,0.22,-0.033006,-0.0389065,-0.0145077
0.84,0.22,-0.0295264,-0.0370391,-0.0146563
0.85,0.22,-0.026178,-0.0350006,-0.014822
0.86,0.22,-0.0229776,-0.0328086,-0.0150033
0.87,0.22,-0.019941,-0.0304827,-0.0151987
0.88,0.22,-0.0170829,-0.0280443,-0.0154066
0.89,0.22,-0.0144165,-0.0255168,-0.0156252
0.9,0.22,-0.011954,-0.0229254,-0.0158527
0.91,0.22,-0.00970574,-0.0202968,-0.0160876
0.92,0.22,-0.00768056,-0.0176593,-0.0163281
0.93,0.22,-0.00588575,-0.0150423,-0.0165726
0.94,0.22,-0.00432687,-0.0124768,-0.0168195
0.95,0.22,-0.00300781,-0.00999452,-0.0170672
0.96,0.22,-0.00193114,-0.00762823,-0.017315
0.97,0.22,-0.00109694,-0.00541134,-0.0175593
0.98,0.22,-0.000501389,-0.00337766,-0.0177966
0.99,0.22,-0.000175064,-0.00156092,-0.0180998
1,0.22,0,0,-0.0180998
0,0.23,0,0,-0.0178772
0.01,0.23,-0.000265741,0.00334183,-0.0178772
0.02,0.23,-0.000739165,0.00663122,-0.0182917
0.03,0.23,-0.00156332,0.0098408,-0.0185765
0.04,0.23,-0.00266545,0.0129508,-0.0188437
0.05,0.23,-0.00402763,0.0159447,-0.0190909
0.06,0.23,-0.00562952,0.0188085,-0.0193158
0.07,0.23,-0.00745068,0.0215312,-0.0195208
0.08,0.23,-0.0094723,0.0241042,-0.0197074
0.09,0.23,-0.0116766,0.0265211,-0.019877
0.1,0.23,-0.014047,0.0287775,-0.0200308
0.11,0.23,-0.0165675,0.0308706,-0.0201702
0.12,0.23,-0.0192234,0.0327989,-0.0202964
0.13,0.23,-0.0220005,0.0345623,-0.0204106
0.14,0.23,-0.0248856,0.0361616,-0.0205139
0.15,0.23,-0.027866,0.0375983,-0.0206072
0.16,0.23,-0.0309298,0.0388748,-0.0206914
0.17,0.23,-0.0340655,0.0399935,-0.0207674
0.18,0.23,-0.0372621,0.0409574,-0.0208357
0.19,0.23,-0.0405091,0.0417694,-0.0208971
0.2,0.23,-0.0437965,0.0424328,-0.0209521
0.21,0.23,-0.0471145,0.0429506,-0.0210009
0.22,0.23,-0.0504536,0.0433256,-0.0210441
0.23,0.23,-0.0538047,0.0435606,-0.0210817
0.24,0.23,-0.0571587,0.0436582,-0.021114
0.25,0.23,-0.060507,0.0436205,-0.0211411
0.26,0.23,-0.0638408,0.0434497,-0.0211628
0.27,0.23,-0.0671518,0.0431475,-0.0211791
0.28,0.23,-0.0704314,0.0427154,-0.0211898
0.29,0.23,-0.0736714,0.0421547,-0.0211947
0.3,0.23,-0.0768635,0.0414666,-0.0211936
0.31,0.23,-0.0799995,0.040652,-0.0211861
0.32,0.23,-0.0830713,0.0397118,-0.0211717
0.33,0.23,-0.0860707,0.0386469,-0.0211502
0.34,0.23,-0.0889896,0.0374582,-0.021121
0.35,0.23,-0.0918199,0.0361465,-0.0210837
0.36,0.23,-0.0945536,0.0347131,-0.0210378
0.37,0.23,-0.0971826,0.0331592,-0.0209828
0.38,0.23,-0.099699,0.0314863,-0.0209183
0.39,0.23,-0.102095,0.0296963,-0.0208439
0.4,0.23,-0.104362,0.0277915,-0.020759
0.41,0.23,-0.106494,0.0257745,-0.0206633
0.42,0.23,-0.108481,0.0236486,-0.0205565
0.43,0.23,-0.110318,0.0214175,-0.0204383
0.44,0.23,-0.111995,0.0190855,-0.0203084
0.45,0.23,-0.113508,0.0166576,-0.0201668
0.46,0.23,-0.114847,0.0141394,-0.0200133
0.47,0.23,-0.116007,0.0115372,-0.0198481
0.48,0.23,-0.116982,0.00885799,-0.0196713
0.49,0.23,-0.117765,0.00610958,-0.0194831
0.5,0.23,-0.11835,0.00330047,-0.019284
0.51,0.23,-0.118734,0.000439911,-0.0190744
0.52,0.23,-0.118911,-0.00246208,-0.0188549
0.53,0.23,-0.118876,-0.00539476,-0.0186264
0.54,0.23,-0.118627,-0.00834668,-0.0183898
0.55,0.23,-0.11816,-0.0113057,-0.018146
0.56,0.23,-0.117474,-0.014259,-0.0178963
0.57,0.23,-0.116567,-0.0171933,-0.0176419
0.58,0.23,-0.115438,-0.0200945,-0.0173842
0.59,0.23,-0.114087,-0.0229484,-0.0171248
0.6,0.23,-0.112517,-0.0257401,-0.0168653
0.61,0.23,-0.110729,-0.0284545,-0.0166074
0.62,0.23,-0.108726,-0.0310764,-0.0163528
0.63,0.23,-0.106513,-0.0335902,-0.0161034
0.64,0.23,-0.104096,-0.0359808,-0.0158611
0.65,0.23,-0.101481,-0.0382328,-0.0156277
0.66,0.23,-0.098675,-0.0403313,-0.0154051
0.67,0.23,-0.0956886,-0.0422618,-0.0151952
0.68,0.23,-0.0925314,-0.0440104,-0.0149996
0.69,0.23,-0.0892151,-0.0455639,-0.0148202
0.7,0.23,-0.0857524,-0.04691,-0.0146585
0.71,0.23,-0.0821571,-0.0480376,-0.014516
0.72,0.23,-0.0784445,-0.0489366,-0.014394
0.73,0.23,-0.0746304,-0.0495984,-0.0142936
0.74,0.23,-0.070732,-0.0500158,-0.0142158
0.75,0.23,-0.0667674,-0.0501836,-0.0141613
0.76,0.23,-0.0627553,-0.050098,-0.0141308
0.77,0.23,-0.0587152,-0.0497575,-0.0141244
0.78,0.23,-0.0546671,-0.0491624,-0.0141423
0.79,0.23,-0.0506313,-0.0483152,-0.0141843
0.8,0.23,-0.0466285,-0.0472207,-0.0142499
0.81,0.23,-0.0426793,-0.0458859,-0.0143387
0.82,0.23,-0.0388044,-0.0443201,-0.0144497
0.83,0.23,-0.0350238,-0.042535,-0.0145819
0.84,0.23,-0.0313575,-0.0405445,-0.0147341
0.85,0.23,-0.0278244,-0.038365,-0.014905
0.86,0.23,-0.0244428,-0.036015,-0.015093
0.87,0.23,-0.0212299,-0.0335151,-0.0152965
0.88,0.23,-0.0182019,-0.0308881,-0.0155137
0.89,0.23,-0.0153733,-0.0281587,-0.015743
0.9,0.23,-0.0127575,-0.0253535,-0.0159824
0.91,0.23,-0.0103662,-0.0225009,-0.0162303
0.92,0.23,-0.00820955,-0.0196307,-0.0164847
0.93,0.23,-0.00629582,-0.0167742,-0.0167439
0.94,0.23,-0.00463167,-0.0139638,-0.0170063
0.95,0.23,-0.00322192,-0.0112332,-0.0172701
0.96,0.23,-0.00206996,-0.00861668,-0.0175346
0.97,0.23,-0.00117651,-0.00614932,-0.0177957
0.98,0.23,-0.000538046,-0.00386644,-0.0180496
0.99,0.23,-0.000187942,-0.00180321,-0.0183749
1,0.23,0,0,-0.0183749
0,0.24,0,0,-0.0179294
0.01,0.24,-0.000276425,0.0036945,-0.0179294
0.02,0.24,-0.000768692,0.00730985,-0.0183603
